,img_name,labels
10084,ave-0221-0004.png,3
12054,ave-0554-0028.png,3
5563,C__6ec502bc3216099401d94e0cb781f26d.png,2
3295,B__6c57a9dc3834abe3d08914563a3ec8da.png,-1
10302,ave-0252-0010.png,3
199,A__14b6c5757ba70d8776239a74c4f745a1.png,1
8286,Ta00877.png,0
1757,A__be4eec7787684d50dfa44af84d0e0983.png,7
629,A__4234d522e6c982882463ab53ade3fe37.png,7
11214,ave-0343-0011.png,3
11491,ave-0364-0039.png,3
5288,C__4b0afd6da144cb1d8e38f9163c52ab5e.png,1
2809,B__3a6d34bafee256249dc9408d30480eaa.png,2
3031,B__51464be05b5a7dde5ec35eb843780234.png,7
14437,vwg-0654-0003.png,3
9603,ave-0126-0011.png,3
5560,C__6e90e7b1c54e7fbca471efe60d8a080b.png,1
16633,vwg-1279-0003.png,3
10680,ave-0296-0007.png,3
11432,ave-0362-0019.png,3
8877,Ta02063.png,0
3965,B__b8a566af44c4eb0cb93167f1d8cffea5.png,2
5484,C__634dcb94a61ca83cf2066faa42db9201.png,7
4474,B__ec7ed53dead88b2d286871b3a04ba247.png,6
14662,vwg-0699-0004.png,3
10619,ave-0291-0010.png,3
10558,ave-0279-0015.png,3
597,A__3d370f107cafdb8c356c2bd3c9e823af.png,7
12851,vwg-0147-0004.png,3
1689,A__b7dc3b2805284c8319cf41e55c8eed75.png,1
9831,ave-0179-0012.png,3
6962,D__129f019d4c76df48b532144aa287ffce.png,1
422,A__2a6334d5982b135138093fd540f85605.png,2
3059,B__556ac42c8bfa3cc2e55769210d14855e.png,2
5266,C__481ba1e68758f68dc18fdfafa17454b5.png,1
6218,C__bced3ac4f5b9fbac6b82831dc9672c38.png,7
10329,ave-0255-0017.png,3
10745,ave-0302-0007.png,3
7708,D__91238fe7008818d8b4127985d21744cb.png,7
812,A__55a1ee25e8851c73b83b6ca61353e874.png,7
13476,vwg-0419-0005.png,3
4812,C__0f9f5d8df329cb08610d208433d10294.png,1
922,A__61e3302dd1b710f83f5a69c462b54280.png,6
2248,A__f81afc0c892e254a61e153d9aa38491c.png,2
11821,ave-0526-0017.png,3
14533,vwg-0682-0021.png,3
10114,ave-0225-0014.png,3
14143,vwg-0608-0010.png,3
9705,ave-0141-0010.png,3
46,A__034f7ec7981b9766b9f1f0f4a23dafb3.png,1
12861,vwg-0147-0014.png,3
12084,ave-0571-0018.png,3
13165,vwg-0267-0003.png,3
6141,C__b2eddec1aac71af7d7dba75c0d28884f.png,1
14159,vwg-0608-0029.png,3
13124,vwg-0257-0003.png,3
11987,ave-0544-0009.png,3
12727,vwg-0118-0001.png,3
8422,Ta01269.png,0
4604,B__f6e17b01e7bb535d3a911ecff81f6d64.png,1
9297,ave-0058-0013.png,3
4137,B__cb8f2296096d12735472ce8d74785c9c.png,7
15090,vwg-0790-0004.png,3
4816,C__10145a20d8a6fe96ac3b8b665b6e6de7.png,5
12710,vwg-0114-0001.png,3
14895,vwg-0770-0018.png,3
7411,D__62d71433238bd366675fcae83eed3617.png,7
541,A__374871a323a17ecf7ad6bc67fa75368f.png,-1
4937,C__1d869aa813c17af118c4baf604d591fd.png,7
156,A__0f559eba65708e23a1cc03742d2ba2d9.png,4
15654,vwg-0915-0013.png,3
6103,C__af02ced6441a0e7d5d4baea13baa21c9.png,4
13636,vwg-0471-0008.png,3
9610,ave-0127-0001.png,3
9158,ave-0037-0001.png,3
5356,C__55b75645941789ce38503d69c92d064c.png,6
7167,D__3811b66008b4e143a486ca4e92fd9483.png,2
13156,vwg-0266-0007.png,3
12644,vwg-0091-0011.png,3
16523,vwg-1269-0016.png,3
13496,vwg-0422-0007.png,3
3169,B__6063cde9d517616528365085029fc116.png,2
3954,B__b7a7fab441ab678d72e4797f3776b448.png,1
16526,vwg-1270-0003.png,3
139,A__0d7a51ad78b57ff3a709b99135d9b717.png,6
997,A__69e78ba2f30d7df070e7164615ac0eb5.png,5
10810,ave-0308-0005.png,3
2246,A__f7efc80b29ca3c00eb8f34a6f48f6f21.png,7
15982,vwg-1223-0005.png,3
9229,ave-0047-0008.png,3
7536,D__788822821cf3fda0a3c279bebcd99420.png,1
6182,C__b848048740ace9ad27b0e9876633cdee.png,7
8851,Ta02019.png,0
7232,D__436386b51e4f673b8cc89eafb392f924.png,6
30,A__0228d2ff0687fe4acbbc2f146e96169e.png,6
4666,B__fd992537b8a14f950993b13697b0b358.png,7
6990,D__1822f4e1c1bbd6bd9b8bedc0e71b6e36.png,6
4191,B__cfe994e4effbe95045867156593dcf16.png,6
1174,A__8004273fe2593fa262389d15b73c1cba.png,1
7079,D__25af2c37e4aeb12ba8bd2ac36c802431.png,7
11787,ave-0525-0003.png,3
4465,B__eb7d6bdb934ed9c2bfa59b5197a3383e.png,7
7806,D__a134999502f10f222cd359ce4bfb29d0.png,6
11415,ave-0362-0002.png,3
16621,vwg-1277-0010.png,3
2530,B__180acd39d799a1f8d8dd2e41ee185132.png,1
3481,B__81e2903778e4673d6248a592150ef432.png,6
12901,vwg-0152-0014.png,3
15050,vwg-0787-0002.png,3
5306,C__4db1844d62e079e3459588365b8e3fe2.png,5
14027,vwg-0589-0040.png,3
3143,B__5dfb3bba8b0720325d12f302a7d15d7b.png,1
14024,vwg-0589-0037.png,3
2098,A__e74472cf07c26fcde7fd4568999b511e.png,1
12819,vwg-0141-0003.png,3
4841,C__12302c9386fe15113a896c7b8c160cb0.png,6
5566,C__6ee0ba7e8a5ea3a75159e85a0c90bdf6.png,7
3795,B__a438b54ee1a40f083c6537e538118f05.png,-1
15193,vwg-0801-0010.png,3
5660,C__7a9e090d9b51ff9f950c1221ee8efc13.png,-1
1183,A__81356fe6614b6bf49d4956868e00b19d.png,7
10336,ave-0256-0016.png,3
6851,D__0024b98a45f2e92c5e7e14ab98e4691d.png,1
17027,vwg-1327-0008.png,3
8173,Ta00495.png,0
377,A__257102d57a24d602c557418289cb7c66.png,6
17108,vwg-1342-0008.png,3
4581,B__f4be7da186dc0657a2d934f417eca0a6.png,5
4833,C__11b29d1ab5baa6ab6a0d53fc84a740c8.png,5
13949,vwg-0586-0048.png,3
5261,C__47b05cfa47f70e37a3b4c57784a66969.png,5
4680,B__ff405f7be2e5495bb99e13d1b85bda13.png,1
14755,vwg-0714-0006.png,3
15118,vwg-0793-0018.png,3
3358,B__74c416a58ad36d210678f17224204977.png,7
13155,vwg-0266-0005.png,3
3284,B__6b918da0aeaf61fc539d5ec1e3e0261c.png,2
12785,vwg-0136-0015.png,3
8964,Ta02184_6_8_17.png,0
14503,vwg-0681-0014.png,3
5778,C__89a74d144cabeb2d28f03da49625726b.png,7
13990,vwg-0587-0041.png,3
7608,D__838c51738b195d9a6e75f27d9c33d3a7.png,1
13394,vwg-0384-0005.png,3
16500,vwg-1266-0018.png,3
6315,C__c6b933d2e88dc6f837a9b01a3982b3cd.png,1
15631,vwg-0905-0009.png,3
15597,vwg-0901-0003.png,3
2873,B__4032ee5eabc2e663bf6cc582893416ef.png,7
9966,ave-0202-0009.png,3
2989,B__4cb2fa50fa76cdbda529f2449b25553e.png,1
8554,Ta01528.png,0
5831,C__912a908cf4f4e39ba0d5ffafc68c11ac.png,7
1656,A__b422eac2c465cd50c8de527a7b5862af.png,6
5052,C__2c5e5f16f91e57fac7795af85e20ef9f.png,7
6091,C__ad72ca2b6232e1ff0f8ee843a73d0f55.png,7
2048,A__e0c7aa21c8d78452ea063dc8f59e8ef3.png,7
6667,C__ee9444d706a4057ee2bfd534806eed9a.png,6
15602,vwg-0902-0003.png,3
17030,vwg-1328-0004.png,3
9644,ave-0131-0008.png,3
1100,A__76182122c23ca27b03e49df60aaf17ea.png,6
16033,vwg-1226-0017.png,3
8521,Ta01469.png,0
13333,vwg-0334-0002.png,3
5628,C__76d66843902f66d1aabea1370e7ea1b1.png,4
13705,vwg-0506-0003.png,3
5467,C__6231c0cd558bf262b5653513191abdc6.png,7
9333,ave-0067-0004.png,3
17147,vwg-1353-0002.png,3
8268,Ta00793.png,0
17086,vwg-1339-0007.png,3
2951,B__486fb25a154cc802ad4a5ca36955a5fa.png,7
6661,C__ee24b640f0af076799c954c093224878.png,7
8798,Ta01968_6_8_17.png,0
11115,ave-0336-0008.png,3
6855,D__00a11514bbf8707ef34d068720b0be89.png,6
10869,ave-0313-0011.png,3
12854,vwg-0147-0007.png,3
14495,vwg-0681-0004.png,3
9643,ave-0131-0007.png,3
11297,ave-0355-0007.png,3
2088,A__e58e8b6db09f57234fce554970b5119c.png,7
4733,C__05477febfc472993fb7d0c19ef6b5b34.png,-1
11557,ave-0466-0006.png,3
207,A__15d314f86e1fe5677f03c2f89cebeb64.png,1
15670,vwg-0926-0006.png,3
8105,Ta00292.png,0
8879,Ta02065.png,0
12790,vwg-0137-0005.png,3
10026,ave-0208-0014.png,3
3909,B__b3291ff20d51bcfd90160d4ed5885641.png,6
11064,ave-0329-0005.png,3
14309,vwg-0640-0013.png,3
976,A__66c45cb925dc37f83ac150ede3010b45.png,7
8438,Ta01310.png,0
2996,B__4dde0677b2d3abb827d5c29121ec4cad.png,5
5375,C__588e2c6161a5719e4af4c94ed9fac006.png,5
9964,ave-0202-0004.png,3
13440,vwg-0408-0008.png,3
6849,C__ffea74885fc9484d12f93b86891fa8f1.png,7
8597,Ta01613.png,0
5736,C__848eb3ffd648eea8c3d48226cf6366d6.png,6
5318,C__4ff2dabdcf44b4589d963ec8e22199f5.png,1
13436,vwg-0408-0001.png,3
7631,D__87387be0d8416e03485b420ba5c987b1.png,2
16396,vwg-1258-0003.png,3
10674,ave-0295-0013.png,3
12553,vwg-0061-0022.png,3
12831,vwg-0142-0012.png,3
10321,ave-0255-0009.png,3
7669,D__8c71a08741476afda434325b7eff4861.png,1
10417,ave-0264-0013.png,3
12356,vwg-0026-0009.png,3
6689,C__f0838e1743ebe2d1fd7e2746997baddc.png,7
11838,ave-0527-0018.png,3
1698,A__b89b94d336f0d3b15604143942e8a2d7.png,1
4990,C__243323a29d7fbda073444715f3383192.png,7
15131,vwg-0794-0015.png,3
2536,B__18d9ee00e065a54c2bf987a8bf72bc35.png,7
14111,vwg-0593-0054.png,3
3863,B__aca70de3b86f3953a4691fe51a08f3a4.png,6
2077,A__e440d77900e1c06a791cbb0a3ff89295.png,7
3282,B__6b6e73c3fa5caaf973157d8b2d2fd9cf.png,7
15179,vwg-0799-0021.png,3
14256,vwg-0615-0069.png,3
14740,vwg-0713-0007.png,3
8840,Ta02009_6_8_17.png,0
5148,C__38b7a38385af27b26f89ab0933db5fbb.png,7
3559,B__89fb022a5639c188ff7380b111394670.png,7
8993,Ta02220.png,0
11138,ave-0338-0002.png,3
802,A__53da39950f41610c6bbf683ae58493a5.png,6
17061,vwg-1334-0009.png,3
6554,C__e3a203cfced8ed75fe1d490a52e1fcc9.png,7
7092,D__28404463bec216429e9b44da1b509e53.png,7
12190,vwg-0004-0001.png,3
10780,ave-0305-0002.png,3
3995,B__bb90bbe88afed694991613178dc7be26.png,6
7635,D__87a8c5f2154fda7dcd79b5b6ff8f5ff6.png,7
9706,ave-0144-0002.png,3
11480,ave-0364-0028.png,3
6088,C__ad4854ae6822bee456e7cff28b9a2aba.png,-1
16919,vwg-1312-0004.png,3
9357,ave-0069-0008.png,3
7341,D__54cdb666f3592ed2ecb3223732b8a5a0.png,6
5461,C__61b16fcde45380274c51e3966c84ec18.png,7
5549,C__6d3937b3df3d4e08fbed6d2506df7101.png,7
14197,vwg-0615-0001.png,3
13160,vwg-0266-0011.png,3
132,A__0d0535e0771ed24a8af2f98103563902.png,7
13866,vwg-0575-0026.png,3
3323,B__700caa23e751d72cbbd4773572a7d25e.png,1
4721,C__03f2e8e8b9ed903eb4d0b763aaa97892.png,1
13687,vwg-0500-0006.png,3
16907,vwg-1311-0003.png,3
532,A__36332c9124ede99ddbcbda98adaa3ab0.png,7
8141,Ta00407.png,0
5462,C__61b8eb6c83ed79203e49b8bc91f405a7.png,6
10257,ave-0249-0004.png,3
4758,C__08e00ef758482f0687515ccc1a7a1d65.png,5
14290,vwg-0636-0013.png,3
5067,C__2eba668640128482101938641c56517b.png,7
7938,D__b7a276b36b2e9a21517e6231407b3f75.png,4
4942,C__1e58b98526e39b808c08a74eaea53db0.png,7
502,A__32aa9aff41467fe8f8180e541ed2d4f0.png,2
4735,C__0563c51ad8a801918968dbd7d3c40b96.png,5
16717,vwg-1287-0016.png,3
5033,C__29f94395f6a885ebd8bc2d5e542ff5c1.png,7
12134,ave-0593-0006.png,3
12353,vwg-0026-0004.png,3
7746,D__970e0f6629556e8f22d8f61c0dbea0a7.png,-1
3753,B__9f67f3681993b3c2a0cc3a3f405fbb3d.png,2
2438,B__0d90e67cef0e62ba251f4ce98c696dde.png,6
3547,B__88532ca86ebc9a6db0d1adc93462fe4c.png,1
9672,ave-0138-0016.png,3
14858,vwg-0757-0002.png,3
4030,B__bf7968959f0e9b4f16f472c60b37dc1b.png,7
11549,ave-0464-0020.png,3
6117,C__b09049ec37fe6a674ab88d2f11ccfc59.png,1
2520,B__171f04ad992580a02876637b0adeeb6c.png,6
9471,ave-0108-0005.png,3
8083,Ta00209.png,0
12804,vwg-0138-0005.png,3
11383,ave-0358-0057.png,3
11159,ave-0340-0003.png,3
2024,A__de44d1f23f13885cd111893a1589599d.png,7
15492,vwg-0857-0016.png,3
13035,vwg-0193-0002.png,3
4251,B__d6a5866e66740532c5815df68fd85426.png,6
9243,ave-0049-0002.png,3
13773,vwg-0522-0005.png,3
3979,B__ba0e46d9f4fbb86527fde41eae2e150f.png,2
4312,B__dcb0ba60dbb1fabe8fe4cd32dc746926.png,1
13750,vwg-0518-0017.png,3
16383,vwg-1256-0012.png,3
3338,B__72126f737a2996c8e9f04815befaf0e7.png,7
6037,C__a7933a5557c73403c0d29b91aa01705a.png,6
9841,ave-0181-0008.png,3
5923,C__9bdc0aa2fb099494895f792fac79d79a.png,7
12000,ave-0544-0022.png,3
10769,ave-0303-0011.png,3
14680,vwg-0708-0004.png,3
6572,C__e5763ebed181b680d487b75e4a526353.png,5
10731,ave-0301-0007.png,3
12346,vwg-0025-0011.png,3
415,A__28b771a92088b4f64accb94436bea3ec.png,1
5368,C__57d847bc6bb0f3491b70de010703f284.png,6
8170,Ta00491.png,0
2076,A__e4068968385c502c7a1882d37e53036a.png,6
168,A__117e264c56c4722ad09cf146b894cbf3.png,5
11573,ave-0479-0002.png,3
3953,B__b7a30362d159c8c7a72a68cf87b27905.png,7
17163,vwg-1360-0006.png,3
2348,B__02736d961ddd28fbddcfef0943d79f18.png,7
5279,C__49612b925b3efae106acfe81e1ae6ece.png,1
730,A__4dbfbc375a1d2541242bf86e5dd17186.png,1
3589,B__8d0ca6b904dd9b68209987fc2fe5e909.png,1
11123,ave-0336-0016.png,3
12667,vwg-0095-0013.png,3
14030,vwg-0589-0044.png,3
15669,vwg-0925-0017.png,3
12321,vwg-0022-0023.png,3
15547,vwg-0866-0007.png,3
7771,D__9b29c337a58a24fa6843b0ce0c9f6cc8.png,7
5609,C__74730a9bfeccf4b8a404e79739302e44.png,1
16725,vwg-1288-0009.png,3
11950,ave-0542-0012.png,3
6123,C__b106626195f8f4c1f20d4d4d2f9cb904.png,7
5194,C__3f006daab20e1ce4d38a2d3177ce5e48.png,-1
14754,vwg-0714-0002.png,3
13980,vwg-0587-0027.png,3
8363,Ta01109.png,0
15240,vwg-0807-0006.png,3
5161,C__3aeb27195255063556c69e4dfccf2278.png,7
9595,ave-0125-0020.png,3
9063,Ta02299.png,0
12298,vwg-0021-0018.png,3
7455,D__6adf6e6ccc0b42b103dcffe8f8159640.png,7
9800,ave-0157-0025.png,3
1302,A__8d5f7db039938ead88860c4e3e22bc77.png,6
1187,A__817c75ab82122b185d94a2a491a32074.png,2
13316,vwg-0328-0010.png,3
1358,A__949644bfb203de9d2b4b43f084c6a31e.png,6
9953,ave-0199-0013.png,3
1741,A__bd6d2e079f43a4fc4e59e08d37e26b5f.png,-1
9367,ave-0069-0020.png,3
14233,vwg-0615-0043.png,3
10646,ave-0293-0008.png,3
6682,C__efb2a7b3e1de24b3ff857238e8d5617b.png,1
1863,A__cb535b729410a8618ae9a68c8700e3a5.png,1
4118,B__c9a1a34252a7bf61efaf386259183707.png,5
7089,D__277816257369cbf2c5e7e5b1317e5f2b.png,1
10636,ave-0292-0007.png,3
78,A__06f78ba4b3f556cd565bf4f53b91b8d4.png,5
16205,vwg-1238-0018.png,3
13016,vwg-0187-0010.png,3
7585,D__7fab61e62068eaa727de9abfcea0171c.png,1
14824,vwg-0744-0018.png,3
10801,ave-0307-0005.png,3
5442,C__5fa6aedd4fc33dedef932952b6859f67.png,1
3838,B__a9fcfb398e331acc88a84ff9cd0cb423.png,5
3403,B__7a3fa6587235e1c0518a37f9cdee3d1b.png,5
8948,Ta02171_6_8_17.png,0
4310,B__dc8f8be09a8a5731c28c2229fd919438.png,1
11927,ave-0540-0085.png,3
10764,ave-0303-0006.png,3
11348,ave-0358-0022.png,3
15099,vwg-0790-0013.png,3
8100,Ta00262.png,0
536,A__366c53b049bdd0c9ea2611e3d4694801.png,7
513,A__342bbbdc5574ed34e740c17031fc9765.png,7
11005,ave-0325-0015.png,3
12445,vwg-0042-0014.png,3
2352,B__0326d73210c6ac8cc940c5c736c93ffd.png,6
15504,vwg-0860-0002.png,3
3309,B__6e45e00aa566f8549f3e7b7a6b8d71df.png,7
2196,A__f33cdf7979f05d582417efaecebbef1e.png,7
14681,vwg-0708-0005.png,3
150,A__0ef76c89e0e06cf326edd3c41f9b1775.png,2
12391,vwg-0033-0010.png,3
15111,vwg-0793-0006.png,3
1269,A__8a69d21b1490fa699676264932f28320.png,2
10518,ave-0272-0010.png,3
1753,A__be12e195697a3659ae7cab9d1b563fca.png,2
16344,vwg-1253-0018.png,3
8165,Ta00478.png,0
8610,Ta01639.png,0
14556,vwg-0684-0017.png,3
6915,D__09d2053e4002fc2f4de203bd29b1985b.png,1
640,A__43aae64f524e11ab5386bcee3196832e.png,5
15791,vwg-0971-0009.png,3
7292,D__4d4910a143d2a0d03dfd6e770006c325.png,2
4579,B__f4b0fd467dd13475d2db3a40b5dc4b82.png,2
1424,A__9c10c590b0f724366db8536a892943e9.png,2
10267,ave-0249-0014.png,3
11359,ave-0358-0033.png,3
10216,ave-0246-0016.png,3
2719,B__2fbc27287fe078ec22897f0468962964.png,6
14705,vwg-0709-0008.png,3
13005,vwg-0183-0007.png,3
5574,C__70057ba04cb0255afdb1cadd82d0fa2a.png,1
6888,D__05e62ed23c6ddc342a7243fe96a2ffa6.png,7
16157,vwg-1235-0017.png,3
7755,D__983717c549169d4543dae91443f7fd8c.png,-1
14214,vwg-0615-0022.png,3
9501,ave-0110-0018.png,3
7303,D__4debf4d056b90359e98e42c446660007.png,7
16248,vwg-1244-0011.png,3
6818,C__fccec7aa76810d1b82ace39cfceebec1.png,6
5651,C__79c99ff3944e47556359691c7ac0dc15.png,2
8949,Ta02173.png,0
1176,A__80862a0f0c10dfaf8da4fa165d17cf26.png,5
11274,ave-0349-0011.png,3
6774,C__f89d3cca50e690bd610c19cd17656718.png,7
1367,A__9598bf40fa10bb326eb57ec2889c05c2.png,7
15770,vwg-0969-0013.png,3
4287,B__daa68e34bd05fa67b136e5db42430583.png,6
7787,D__9e43de8dc16ca8a21fcd65fe6067173a.png,7
13408,vwg-0400-0002.png,3
15239,vwg-0807-0005.png,3
3542,B__87fa30b01819780d2ace4dcb9aeee44a.png,2
10785,ave-0305-0008.png,3
13571,vwg-0443-0003.png,3
1886,A__cd842090200aec002b02204033d99d7f.png,1
11665,ave-0506-0012.png,3
10506,ave-0270-0017.png,3
2099,A__e75b13c9d5bca657dafd75132bdc80a9.png,6
11486,ave-0364-0034.png,3
15872,vwg-1165-0010.png,3
10562,ave-0284-0005.png,3
5238,C__451d3124e293c796ec35b7d8beb0f588.png,7
8539,Ta01503.png,0
17140,vwg-1349-0005.png,3
7237,D__43ce6fbc94a45c0e101a256a7505c4a0.png,6
11173,ave-0341-0007.png,3
6775,C__f8fa6211c8695661efb65c2b5b45a58e.png,-1
16995,vwg-1323-0003.png,3
5007,C__2603df742451f13d58050f859d0924c5.png,-1
986,A__68529bca81300f6c133db8de27503047.png,7
9825,ave-0176-0027.png,3
339,A__22efba1e8100756886d5e4f90f2add0f.png,-1
11291,ave-0353-0010.png,3
11352,ave-0358-0026.png,3
17039,vwg-1329-0007.png,3
10907,ave-0317-0008.png,3
12099,ave-0586-0013.png,3
9394,ave-0075-0016.png,3
13214,vwg-0287-0006.png,3
7270,D__484031f1561d0500bc30bd60c4190192.png,7
16475,vwg-1265-0003.png,3
1524,A__a63020d033f625153698485bde1a1898.png,7
3014,B__4fb2059a92a6dc68160a786b6256d348.png,7
9989,ave-0204-0019.png,3
17168,vwg-1361-0009.png,3
8015,Ta00060.png,0
16866,vwg-1306-0010.png,3
3315,B__6eed03ed5f0ba1db920e18ccbcd7e48b.png,1
11595,ave-0487-0002.png,3
14603,vwg-0687-0026.png,3
5938,C__9d81d94a46da1d6a423eaf4ada9529f1.png,7
10412,ave-0264-0007.png,3
15037,vwg-0785-0020.png,3
3711,B__99df73ea202d80c6a32ad2ed1827a769.png,-1
6982,D__16d368347cc6912e9757a290c02964d9.png,5
5608,C__7466d777d52e3b4343409f71324103b4.png,1
15706,vwg-0960-0002.png,3
16877,vwg-1308-0004.png,3
8723,Ta01878.png,0
5460,C__61a9afabaa5cf35d9c01028f74871e54.png,2
5186,C__3e247c60eb2fcb7c9636dfb0c4c55246.png,6
1871,A__cc836ce0172cd492b8de6bb8a2916309.png,7
9309,ave-0063-0006.png,3
3623,B__9034e72214c28ac21861a8a379402134.png,2
650,A__44e88630344204be03a7acd6025ff265.png,-1
14616,vwg-0688-0032.png,3
2070,A__e32167cec51cea4542b3d41f85a0e951.png,2
16256,vwg-1245-0002.png,3
9169,ave-0037-0016.png,3
1144,A__7c0013318fc0ef15004f2cbdf947f261.png,1
4485,B__ed6982a4c2f307b38ff4548bedd30c2b.png,4
6787,C__f9d8dc3e6a9052ecb6da573051502dde.png,1
124,A__0bbeb3fc423be06749a95bf57f72f593.png,2
3799,B__a4ff890c8288e955c2c9dc3f5adcdc19.png,6
1113,A__77ed958d644ca75ce0822e0387ca0745.png,-1
6845,C__ffcfccb84ca3a09676f871ea7ad971c5.png,2
15480,vwg-0856-0004.png,3
10631,ave-0291-0022.png,3
10277,ave-0250-0004.png,3
7990,D__c1f332e31b2abcc99999d3438af2573b.png,7
11358,ave-0358-0032.png,3
9381,ave-0072-0018.png,3
5100,C__3226f201e13fb20a35364974045d8e08.png,1
1550,A__a93904a8bcc729636a936d10cc62819b.png,6
16549,vwg-1272-0009.png,3
12638,vwg-0091-0005.png,3
7199,D__3d614cee43b3b124ef6c2105ea51bb7c.png,1
11918,ave-0540-0076.png,3
11043,ave-0327-0013.png,3
11728,ave-0514-0006.png,3
10630,ave-0291-0021.png,3
17032,vwg-1328-0007.png,3
2882,B__4136d2b2a43da47041a356db6dc15475.png,-1
11788,ave-0525-0004.png,3
3615,B__8fc4424cffbcb8c00bb5bd8b9ecf6aa8.png,7
10090,ave-0221-0015.png,3
16528,vwg-1270-0005.png,3
8155,Ta00448.png,0
937,A__633832036e3ea8d4bfda70effd45c2c0.png,5
8318,Ta00958.png,0
8405,Ta01209.png,0
7904,D__b101b20e5d37878297ce9e966b398a5e.png,7
11580,ave-0479-0009.png,3
5447,C__6042c7da011c7df9af751d4d2e240d1c.png,7
11032,ave-0327-0002.png,3
272,A__1bdf7717ab45c3a245ccff34f2509a12.png,5
1921,A__d1c77da02ad7cc56b7ffe7a69913f37d.png,7
4751,C__07e7ffcbdc2b6f338876b4ee0cd8c474.png,6
8255,Ta00762.png,0
8730,Ta01893.png,0
12453,vwg-0043-0012.png,3
7262,D__47ae9d497ff8d2c421796c1ffc7fd4da.png,7
10653,ave-0294-0005.png,3
5878,C__967daec7635c5f8e4527ac4281868b3f.png,1
9184,ave-0040-0007.png,3
13033,vwg-0190-0006.png,3
13249,vwg-0298-0003.png,3
5482,C__6349639f1112dd4f3d3f20930db57f9c.png,2
613,A__3fe35ef0549d327db704c9fd3445457a.png,7
15168,vwg-0798-0014.png,3
375,A__256ddbd7cc76feddb066115eedd8d13f.png,2
12806,vwg-0139-0001.png,3
12935,vwg-0159-0003.png,3
16138,vwg-1234-0011.png,3
7349,D__557a460a3552dc222a546408b036e54b.png,1
7281,D__4bc4cd204f0d9ccbaf5cca1f51ffebcc.png,7
15034,vwg-0785-0017.png,3
17149,vwg-1353-0004.png,3
1692,A__b8082acca4aa48838fda3c27ec8b58e9.png,7
2840,B__3caa087b9e7f28bb9a47ee1782efb974.png,7
7397,D__600e63500a04923a81d4a6e191bc6b98.png,2
2181,A__f18c3ca10ba6f1b0d95e05ef354a8776.png,1
4881,C__184c37a8c725b1c6afae8458f6b9942c.png,6
14948,vwg-0778-0008.png,3
3730,B__9d4565d62630a418f027afa3ba49ef1f.png,-1
15013,vwg-0784-0008.png,3
4466,B__eb9fa0653349085243321e49d5b99344.png,5
127,A__0c726c1efe661c0e4d2f8d9fa1d03ec9.png,7
11985,ave-0544-0007.png,3
6487,C__db63e019a196118169c344fcc9dd5c15.png,2
6899,D__0721bb88cb7d71af0747252c29ab384d.png,2
3952,B__b796fdbf3cd1892d11720946cae2ac9a.png,6
14831,vwg-0745-0009.png,3
9846,ave-0181-0015.png,3
4304,B__dbca4dd3f4fcd3b593a05750473e68ee.png,-1
14581,vwg-0686-0014.png,3
12191,vwg-0004-0021.png,3
598,A__3d38728d928925b3ac45e81e82c0fcd1.png,6
6084,C__ad10df3f4791793a03833869b8371a35.png,-1
2185,A__f1e6bca18fb8623b6d2ca54d3eb4ca79.png,7
10567,ave-0284-0013.png,3
15954,vwg-1221-0017.png,3
3353,B__73d5527c5879b19af23a0439e08f6d26.png,6
8830,Ta02002_6_8_17.png,0
4545,B__f2389deaa7a875cccb2879fd44d7ea0a.png,7
7042,D__1fea8ed4ccf4592fe8b27762cd5797b9.png,7
5273,C__48ad8fa75766bfc4426fb4bce0205941.png,6
9036,Ta02270_6_8_17.png,0
8182,Ta00524.png,0
8453,Ta01342.png,0
12345,vwg-0025-0010.png,3
6199,C__b9fa376c36bfe0d9af64c092d5ab4794.png,7
10005,ave-0207-0007.png,3
4631,B__f981b8365dd5cf51a5bca309000cc91f.png,7
10261,ave-0249-0008.png,3
16476,vwg-1265-0004.png,3
8362,Ta01107.png,0
10408,ave-0264-0003.png,3
14917,vwg-0775-0010.png,3
4149,B__cc8dfeeda625536dd44c5657a9a6830b.png,7
2430,B__0cd266699123220bbf4154f849439cfa.png,7
13072,vwg-0220-0008.png,3
4164,B__cde8293a49e4475c35406d77c7a23b51.png,1
17071,vwg-1336-0002.png,3
4701,C__014c6cc84a8f313c83d1271791c40b4b.png,7
10894,ave-0316-0004.png,3
13210,vwg-0286-0008.png,3
15586,vwg-0897-0017.png,3
3456,B__7ff03ff91946d6ad6282e9ac026a7a07.png,6
4,A__0064bd12521f8021bc33cd2b8164bb22.png,1
1261,A__89c4bf3715079ef6c19b69a16af4aa14.png,5
5822,C__8f6592e31c71e2ebf451f1b6ec88b8ac.png,7
17125,vwg-1345-0004.png,3
5472,C__62be80572aae39dd9080b6f3e20adf54.png,7
9430,ave-0080-0015.png,3
15316,vwg-0835-0010.png,3
13240,vwg-0294-0004.png,3
5402,C__5bd15374b3ad04776e03f9d8963f1093.png,7
13809,vwg-0547-0005.png,3
3776,B__a1b22b2770c891d03c9a17309f6b0535.png,5
10867,ave-0313-0009.png,3
3191,B__62a0da11667683f482d5f590840ab92d.png,1
14376,vwg-0649-0002.png,3
15726,vwg-0961-0015.png,3
8811,Ta01982.png,0
9304,ave-0059-0017.png,3
